id,label,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Documents>,weight<Citations>,weight<Norm. citations>,score<Avg. pub. year>,score<Avg. citations>,score<Avg. norm. citations>
995240,,-74.3903,64.5697,21,0,0,0,0,0,0,0,0
995245,,-75.8242,64.6117,21,0,0,0,0,0,0,0,0
995250,,-77.3158,65.1905,21,0,0,0,0,0,0,0,0
995255,,-75.373,64.715,21,0,0,0,0,0,0,0,0
995260,,-74.4661,66.1519,21,0,0,0,0,0,0,0,0
995265,,-97.7619,73.9119,21,0,0,0,0,0,0,0,0
995270,,-97.847,73.0486,21,0,0,0,0,0,0,0,0
995275,,-96.8719,72.3211,21,0,0,0,0,0,0,0,0
995280,,-98.2181,71.6497,21,0,0,0,0,0,0,0,0
995285,,-100.6345,72.1855,21,0,0,0,0,0,0,0,0
995290,,-100.452,73.0205,21,0,0,0,0,0,0,0,0
995295,,-100.4306,73.4069,21,0,0,0,0,0,0,0,0
995300,,-124.4203,73.9092,21,0,0,0,0,0,0,0,0
995305,,-89.9889,73.9883,21,0,0,0,0,0,0,0,0
995310,,-92.6381,74.103,21,0,0,0,0,0,0,0,0
995315,,-94.063,71.9783,21,0,0,0,0,0,0,0,0
995320,,-95.6736,72.8139,21,0,0,0,0,0,0,0,0
995325,,-95.6126,73.611,21,0,0,0,0,0,0,0,0
995330,,-92.6381,74.103,21,0,0,0,0,0,0,0,0
995335,,-120.15,74.2725,21,0,0,0,0,0,0,0,0
995340,,-117.4222,74.2269,21,0,0,0,0,0,0,0,0
995345,,-120.5433,71.5167,21,0,0,0,0,0,0,0,0
995350,,-125.0261,72.8211,21,0,0,0,0,0,0,0,0
995355,,-121.5642,74.5511,21,0,0,0,0,0,0,0,0
995360,,-97.6528,74.4558,21,0,0,0,0,0,0,0,0
995380,,-93.4678,74.7031,21,0,0,0,0,0,0,0,0
995470,,-100.1458,74.9911,21,0,0,0,0,0,0,0,0
995580,,-79.3336,74.8944,21,0,0,0,0,0,0,0,0
995585,,-83.4744,74.5797,21,0,0,0,0,0,0,0,0
995590,,-91.0247,74.7028,21,0,0,0,0,0,0,0,0
995985,,-92.9783,63.9083,21,0,0,0,0,0,0,0,0
995990,,103.7989,10.5,21,0,0,0,0,0,0,0,0
995995,,103.3141,10.7231,21,0,0,0,0,0,0,0,0
996000,,105.8511,11.66,21,0,0,0,0,0,0,0,0
996005,,103.9269,10.5903,21,0,0,0,0,0,0,0,0
996010,,102.3772,13.5739,21,0,0,0,0,0,0,0,0
996015,,106.5407,14.5987,21,0,0,0,0,0,0,0,0
996020,,103.0455,11.4697,21,0,0,0,0,0,0,0,0
996025,,102.9864,11.4222,21,0,0,0,0,0,0,0,0
996030,,81.7128,7.705,21,0,0,0,0,0,0,0,0
996035,,81.8069,7.4778,21,0,0,0,0,0,0,0,0
996040,,79.7164,9.4772,21,0,0,0,0,0,0,0,0
996045,,79.8719,9.6344,21,0,0,0,0,0,0,0,0
996050,,80.9147,8.9431,21,0,0,0,0,0,0,0,0
996055,,81.8817,7.2881,21,0,0,0,0,0,0,0,0
996060,,80.0519,9.5944,21,0,0,0,0,0,0,0,0
996065,,12.779,-4.389,21,0,0,0,0,0,0,0,0
996070,,11.5742,-2.3333,21,0,0,0,0,0,0,0,0
996075,,13.7622,-2.0889,21,0,0,0,0,0,0,0,0
996080,,14.4872,0.9136,21,0,0,0,0,0,0,0,0
996085,,16.0722,1.6542,21,0,0,0,0,0,0,0,0
996090,,18.0919,2.2242,21,0,0,0,0,0,0,0,0
996095,,14.6614,-4.9094,21,0,0,0,0,0,0,0,0
996100,,13.0914,-4.6331,21,0,0,0,0,0,0,0,0
996105,,29.6433,4.6436,21,0,0,0,0,0,0,0,0
996110,,29.5969,-1.3858,21,0,0,0,0,0,0,0,0
996115,,29.5503,-6.2953,21,0,0,0,0,0,0,0,0
996120,,28.3633,-11.5508,21,0,0,0,0,0,0,0,0
996125,,29.5894,-13.2219,21,0,0,0,0,0,0,0,0
996130,,26.8686,-11.9736,21,0,0,0,0,0,0,0,0
996135,,23.9862,-10.8705,21,0,0,0,0,0,0,0,0
996140,,20.5487,-7.2836,21,0,0,0,0,0,0,0,0
996145,,16.9417,-7.1986,21,0,0,0,0,0,0,0,0
996150,,12.2146,-5.7686,21,0,0,0,0,0,0,0,0
996155,,13.4139,-4.8825,21,0,0,0,0,0,0,0,0
996160,,15.8905,-3.943,21,0,0,0,0,0,0,0,0
996165,,18.625,3.4794,21,0,0,0,0,0,0,0,0
996170,,22.8958,4.8211,21,0,0,0,0,0,0,0,0
996175,,25.8917,5.1925,21,0,0,0,0,0,0,0,0
996180,,29.2299,-3.751,21,0,0,0,0,0,0,0,0
996185,,30.4175,-2.8619,21,0,0,0,0,0,0,0,0
996190,,29.2299,-3.751,21,0,0,0,0,0,0,0,0
996195,,108.6855,18.5053,21,0,0,0,0,0,0,0,0
996200,,110.5103,19.1392,21,0,0,0,0,0,0,0,0
996205,,116.7019,20.72,21,0,0,0,0,0,0,0,0
996210,,110.5972,20.8794,21,0,0,0,0,0,0,0,0
996215,,110.5489,21.0592,21,0,0,0,0,0,0,0,0
996220,,110.6142,21.1933,21,0,0,0,0,0,0,0,0
996225,,112.0025,21.6519,21,0,0,0,0,0,0,0,0
996230,,112.5339,21.5908,21,0,0,0,0,0,0,0,0
996235,,113.3833,22.0089,21,0,0,0,0,0,0,0,0
996240,,113.2678,22.1136,21,0,0,0,0,0,0,0,0
996245,,113.5436,22.7364,21,0,0,0,0,0,0,0,0
996250,,113.588,22.7506,21,0,0,0,0,0,0,0,0
996255,,117.4047,23.7711,21,0,0,0,0,0,0,0,0
996260,,118.0622,24.4572,21,0,0,0,0,0,0,0,0
996265,,119.2775,25.5031,21,0,0,0,0,0,0,0,0
996270,,119.723,25.6389,21,0,0,0,0,0,0,0,0
996275,,119.2778,26.0353,21,0,0,0,0,0,0,0,0
996280,,121.9411,29.0528,21,0,0,0,0,0,0,0,0
996285,,122.1661,29.6525,21,0,0,0,0,0,0,0,0
996290,,122.3186,29.9417,21,0,0,0,0,0,0,0,0
996295,,121.8658,29.97,21,0,0,0,0,0,0,0,0
996300,,122.2111,30.2411,21,0,0,0,0,0,0,0,0
996305,,122.2755,30.4322,21,0,0,0,0,0,0,0,0
996310,,121.8789,31.3567,21,0,0,0,0,0,0,0,0
996315,,121.4878,31.7178,21,0,0,0,0,0,0,0,0
996320,,121.4361,39.3917,21,0,0,0,0,0,0,0,0
996325,,126.0955,52.7644,21,0,0,0,0,0,0,0,0
996330,,130.9886,47.6886,21,0,0,0,0,0,0,0,0
996335,,134.1825,47.3233,21,0,0,0,0,0,0,0,0
996340,,131.3114,43.3922,21,0,0,0,0,0,0,0,0
996345,,129.7119,42.4442,21,0,0,0,0,0,0,0,0
996350,,126.0169,40.9,21,0,0,0,0,0,0,0,0
996355,,122.2997,40.5117,21,0,0,0,0,0,0,0,0
996360,,117.7439,39.105,21,0,0,0,0,0,0,0,0
996365,,119.7672,37.1514,21,0,0,0,0,0,0,0,0
996370,,121.9491,37,21,0,0,0,0,0,0,0,0
996375,,119.1761,34.885,21,0,0,0,0,0,0,0,0
996380,,120.1061,31.9439,21,0,0,0,0,0,0,0,0
996385,,121.8847,30.975,21,0,0,0,0,0,0,0,0
996390,,121.4483,29.5117,21,0,0,0,0,0,0,0,0
996395,,121.1386,28.8406,21,0,0,0,0,0,0,0,0
996400,,120.1936,27.2903,21,0,0,0,0,0,0,0,0
996405,,119.658,26.3386,21,0,0,0,0,0,0,0,0
996410,,119.7056,25.9936,21,0,0,0,0,0,0,0,0
996415,,119.353,25.2503,21,0,0,0,0,0,0,0,0
996420,,118.2397,24.5364,21,0,0,0,0,0,0,0,0
996425,,116.5214,23.4208,21,0,0,0,0,0,0,0,0
996430,,113.5244,23.0111,21,0,0,0,0,0,0,0,0
996435,,113.5544,22.2127,21,0,0,0,0,0,0,0,0
996440,,113.2242,22.0375,21,0,0,0,0,0,0,0,0
996445,,110.3982,21.3807,21,0,0,0,0,0,0,0,0
996450,,109.6619,20.9189,21,0,0,0,0,0,0,0,0
996455,,108.5114,21.5892,21,0,0,0,0,0,0,0,0
996460,,105.3539,23.3347,21,0,0,0,0,0,0,0,0
996465,,102.1407,22.3963,21,0,0,0,0,0,0,0,0
996470,,101.1482,21.5726,21,0,0,0,0,0,0,0,0
996475,,99.5664,22.9381,21,0,0,0,0,0,0,0,0
996480,,97.76,24.2575,21,0,0,0,0,0,0,0,0
996485,,98.3164,27.5419,21,0,0,0,0,0,0,0,0
996490,,96.6158,28.7903,21,0,0,0,0,0,0,0,0
996495,,95.3878,29.0353,21,0,0,0,0,0,0,0,0
996500,,90.4664,28.0717,21,0,0,0,0,0,0,0,0
996505,,88.1428,27.8661,21,0,0,0,0,0,0,0,0
996510,,86.0144,27.8828,21,0,0,0,0,0,0,0,0
996515,,84.1191,29.26,21,0,0,0,0,0,0,0,0
996520,,81.0254,30.2044,21,0,0,0,0,0,0,0,0
996525,,78.9711,32.3508,21,0,0,0,0,0,0,0,0
996530,,78.0755,35.4458,21,0,0,0,0,0,0,0,0
996535,,74.5654,37.0278,21,0,0,0,0,0,0,0,0
996540,,74.8566,38.4705,21,0,0,0,0,0,0,0,0
996545,,75.5781,40.648,21,0,0,0,0,0,0,0,0
996550,,80.234,42.1962,21,0,0,0,0,0,0,0,0
996555,,80.3628,44.1252,21,0,0,0,0,0,0,0,0
996560,,82.6494,45.4303,21,0,0,0,0,0,0,0,0
996565,,85.7592,48.3878,21,0,0,0,0,0,0,0,0
996570,,87.9733,48.5769,21,0,0,0,0,0,0,0,0
996575,,90.8969,45.2531,21,0,0,0,0,0,0,0,0
996580,,100.8355,42.678,21,0,0,0,0,0,0,0,0
996585,,111.9583,43.6922,21,0,0,0,0,0,0,0,0
996590,,115.7019,45.4586,21,0,0,0,0,0,0,0,0
996595,,118.5393,47.9948,21,0,0,0,0,0,0,0,0
996600,,117.8747,49.5206,21,0,0,0,0,0,0,0,0
996605,,120.7136,52.5447,21,0,0,0,0,0,0,0,0
996610,,108.3289,21.6786,21,0,0,0,0,0,0,0,0
996615,,74.5654,37.0278,21,0,0,0,0,0,0,0,0
996620,,71.0819,34.0558,21,0,0,0,0,0,0,0,0
996625,,68.8331,31.6039,21,0,0,0,0,0,0,0,0
996630,,66.3955,30.9408,21,0,0,0,0,0,0,0,0
996635,,61.7136,31.3833,21,0,0,0,0,0,0,0,0
996640,,60.5083,34.1403,21,0,0,0,0,0,0,0,0
996645,,62.7222,35.2547,21,0,0,0,0,0,0,0,0
996650,,65.7089,37.5386,21,0,0,0,0,0,0,0,0
996655,,69.3153,37.1153,21,0,0,0,0,0,0,0,0
996660,,71.363,38.2485,21,0,0,0,0,0,0,0,0
996665,,73.3072,37.4628,21,0,0,0,0,0,0,0,0
996670,,92.1136,27.2975,21,0,0,0,0,0,0,0,0
996675,,89.5903,28.1433,21,0,0,0,0,0,0,0,0
996680,,-67.8575,-55.8492,21,0,0,0,0,0,0,0,0
996685,,-67.2128,-55.8936,21,0,0,0,0,0,0,0,0
996690,,-67.1672,-55.7864,21,0,0,0,0,0,0,0,0
996695,,-67.5564,-55.7122,21,0,0,0,0,0,0,0,0
996700,,-67.5897,-55.5406,21,0,0,0,0,0,0,0,0
996705,,-69.6906,-55.4125,21,0,0,0,0,0,0,0,0
996710,,-66.8747,-55.3322,21,0,0,0,0,0,0,0,0
996715,,-66.6261,-55.1997,21,0,0,0,0,0,0,0,0
996720,,-66.8622,-55.0264,21,0,0,0,0,0,0,0,0
996725,,-68.745,-55.2711,21,0,0,0,0,0,0,0,0
996730,,-69.43,-55.1619,21,0,0,0,0,0,0,0,0
996735,,-67.0536,-55.1364,21,0,0,0,0,0,0,0,0
996740,,-70.7342,-55.0153,21,0,0,0,0,0,0,0,0
996745,,-69.7622,-55.0386,21,0,0,0,0,0,0,0,0
996750,,-70.9122,-54.9244,21,0,0,0,0,0,0,0,0
996755,,-70.3936,-54.8717,21,0,0,0,0,0,0,0,0
996760,,-72.0211,-54.6347,21,0,0,0,0,0,0,0,0
996765,,-70.2814,-54.2756,21,0,0,0,0,0,0,0,0
996770,,-71.0097,-54.1028,21,0,0,0,0,0,0,0,0
996775,,-72.5111,-54.2028,21,0,0,0,0,0,0,0,0
996780,,-73.4706,-54.0728,21,0,0,0,0,0,0,0,0
996785,,-71.8467,-54.3397,21,0,0,0,0,0,0,0,0
996790,,-70.5244,-54.2286,21,0,0,0,0,0,0,0,0
996795,,-73.8572,-53.4533,21,0,0,0,0,0,0,0,0
996800,,-72.8439,-53.4581,21,0,0,0,0,0,0,0,0
996805,,-73.25,-53.7072,21,0,0,0,0,0,0,0,0
996810,,-73.802,-53.4292,21,0,0,0,0,0,0,0,0
996815,,-74.1917,-53.3319,21,0,0,0,0,0,0,0,0
996820,,-70.7258,-52.8936,21,0,0,0,0,0,0,0,0
996825,,-74.745,-52.7567,21,0,0,0,0,0,0,0,0
996830,,-70.8703,-54.6864,21,0,0,0,0,0,0,0,0
996835,,-70.1428,-54.4283,21,0,0,0,0,0,0,0,0
996840,,-69.2411,-54.4464,21,0,0,0,0,0,0,0,0
996845,,-69.3564,-53.3511,21,0,0,0,0,0,0,0,0
996850,,-69.9172,-52.8258,21,0,0,0,0,0,0,0,0
996855,,-68.6431,-54.8886,21,0,0,0,0,0,0,0,0
996860,,-73.8075,-52.6983,21,0,0,0,0,0,0,0,0
996865,,-73.8081,-52.3972,21,0,0,0,0,0,0,0,0
996870,,-73.935,-52.3372,21,0,0,0,0,0,0,0,0
996875,,-74.5961,-52.0736,21,0,0,0,0,0,0,0,0
996880,,-74.3606,-52.0772,21,0,0,0,0,0,0,0,0
996885,,-73.6947,-52.2417,21,0,0,0,0,0,0,0,0
996890,,-74.7469,-51.8339,21,0,0,0,0,0,0,0,0
996895,,-74.9725,-51.7236,21,0,0,0,0,0,0,0,0
996900,,-74.1447,-51.9514,21,0,0,0,0,0,0,0,0
996905,,-74.7811,-51.8217,21,0,0,0,0,0,0,0,0
996910,,-73.94,-51.7858,21,0,0,0,0,0,0,0,0
996915,,-75.2053,-51.2992,21,0,0,0,0,0,0,0,0
996920,,-74.1178,-51.4544,21,0,0,0,0,0,0,0,0
996925,,-74.0458,-51.3792,21,0,0,0,0,0,0,0,0
996930,,-75.0211,-51.4683,21,0,0,0,0,0,0,0,0
996935,,-74.8572,-51.1353,21,0,0,0,0,0,0,0,0
996940,,-74.4117,-51.2083,21,0,0,0,0,0,0,0,0
996945,,-74.3967,-50.8606,21,0,0,0,0,0,0,0,0
996950,,-74.3967,-50.8606,21,0,0,0,0,0,0,0,0
996955,,-74.9939,-50.8139,21,0,0,0,0,0,0,0,0
996960,,-74.6858,-50.5217,21,0,0,0,0,0,0,0,0
996965,,-75.515,-50.6631,21,0,0,0,0,0,0,0,0
996970,,-74.4236,-50.5236,21,0,0,0,0,0,0,0,0
996975,,-74.5436,-50.3814,21,0,0,0,0,0,0,0,0
996980,,-75.1436,-50.2464,21,0,0,0,0,0,0,0,0
996985,,-75.5919,-49.7839,21,0,0,0,0,0,0,0,0
996990,,-75.4806,-49.5472,21,0,0,0,0,0,0,0,0
996995,,-74.9206,-49.295,21,0,0,0,0,0,0,0,0
997000,,-75.6564,-49.2169,21,0,0,0,0,0,0,0,0
997005,,-75.3225,-48.9544,21,0,0,0,0,0,0,0,0
997010,,-75.3125,-48.8,21,0,0,0,0,0,0,0,0
997015,,-74.8256,-48.6617,21,0,0,0,0,0,0,0,0
997020,,-75.2817,-48.7133,21,0,0,0,0,0,0,0,0
997025,,-75.3225,-48.6042,21,0,0,0,0,0,0,0,0
997030,,-74.4978,-48.3992,21,0,0,0,0,0,0,0,0
997035,,-74.2489,-48.3764,21,0,0,0,0,0,0,0,0
997040,,-74.2645,-48.4669,21,0,0,0,0,0,0,0,0
997045,,-74.6083,-48.4558,21,0,0,0,0,0,0,0,0
997050,,-75.005,-49.5081,21,0,0,0,0,0,0,0,0
997055,,-75.0514,-48.7983,21,0,0,0,0,0,0,0,0
997060,,-74.6083,-48.4558,21,0,0,0,0,0,0,0,0
997065,,-74.925,-48.1558,21,0,0,0,0,0,0,0,0
997070,,-74.8697,-48.0692,21,0,0,0,0,0,0,0,0
997075,,-74.4989,-47.9231,21,0,0,0,0,0,0,0,0
997080,,-75.132,-47.8489,21,0,0,0,0,0,0,0,0
997085,,-74.4553,-47.1769,21,0,0,0,0,0,0,0,0
997090,,-74.1836,-47.0253,21,0,0,0,0,0,0,0,0
997095,,-73.6833,-46.0767,21,0,0,0,0,0,0,0,0
997100,,-73.6811,-46.0283,21,0,0,0,0,0,0,0,0
997105,,-73.7039,-45.8428,21,0,0,0,0,0,0,0,0
997110,,-74.1069,-45.7883,21,0,0,0,0,0,0,0,0
997115,,-74.8692,-45.6058,21,0,0,0,0,0,0,0,0
997120,,-74.6203,-45.757,21,0,0,0,0,0,0,0,0
997125,,-73.987,-45.7247,21,0,0,0,0,0,0,0,0
997130,,-73.6456,-45.7594,21,0,0,0,0,0,0,0,0
997135,,-73.8158,-45.4758,21,0,0,0,0,0,0,0,0
997140,,-74.4381,-45.4239,21,0,0,0,0,0,0,0,0
997145,,-73.897,-45.4342,21,0,0,0,0,0,0,0,0
997150,,-73.9767,-45.2675,21,0,0,0,0,0,0,0,0
997155,,-74.3947,-45.1544,21,0,0,0,0,0,0,0,0
997160,,-74.2358,-45.1603,21,0,0,0,0,0,0,0,0
997165,,-73.9803,-44.9845,21,0,0,0,0,0,0,0,0
997170,,-73.7936,-44.965,21,0,0,0,0,0,0,0,0
997175,,-75.1117,-44.7783,21,0,0,0,0,0,0,0,0
997180,,-73.6083,-44.7411,21,0,0,0,0,0,0,0,0
997185,,-74.377,-44.8595,21,0,0,0,0,0,0,0,0
997190,,-74.4556,-44.6939,21,0,0,0,0,0,0,0,0
997195,,-74.8042,-44.5492,21,0,0,0,0,0,0,0,0
997200,,-73.5897,-44.7097,21,0,0,0,0,0,0,0,0
997205,,-74.2953,-44.5772,21,0,0,0,0,0,0,0,0
997210,,-74.0197,-44.5567,21,0,0,0,0,0,0,0,0
997215,,-73.8989,-44.3717,21,0,0,0,0,0,0,0,0
997220,,-72.9833,-44.6061,21,0,0,0,0,0,0,0,0
997225,,-73.2072,-44.7986,21,0,0,0,0,0,0,0,0
997230,,-73.7881,-44.382,21,0,0,0,0,0,0,0,0
997235,,-73.9308,-44.3556,21,0,0,0,0,0,0,0,0
997240,,-73.1689,-44.37,21,0,0,0,0,0,0,0,0
997245,,-73.847,-44.3381,21,0,0,0,0,0,0,0,0
997250,,-74.2917,-44.3064,21,0,0,0,0,0,0,0,0
997255,,-74.3856,-44.1544,21,0,0,0,0,0,0,0,0
997260,,-74.0672,-44.1519,21,0,0,0,0,0,0,0,0
997265,,-73.8528,-44.1958,21,0,0,0,0,0,0,0,0
997270,,-73.6461,-44.1314,21,0,0,0,0,0,0,0,0
997275,,-73.2695,-43.9208,21,0,0,0,0,0,0,0,0
997280,,-74.1725,-43.8778,21,0,0,0,0,0,0,0,0
997285,,-74.6461,-43.6125,21,0,0,0,0,0,0,0,0
997290,,-73.4167,-42.5564,21,0,0,0,0,0,0,0,0
997295,,-73.1897,-42.2514,21,0,0,0,0,0,0,0,0
997300,,-72.5094,-42.0608,21,0,0,0,0,0,0,0,0
997305,,-73.6722,-42.3619,21,0,0,0,0,0,0,0,0
997310,,-73.6539,-42.9333,21,0,0,0,0,0,0,0,0
997315,,-73.0158,-41.8644,21,0,0,0,0,0,0,0,0
997320,,-80.7747,-33.742,21,0,0,0,0,0,0,0,0
997325,,-78.8883,-33.5806,21,0,0,0,0,0,0,0,0
997330,,-109.2414,-27.1331,21,0,0,0,0,0,0,0,0
997335,,-79.8825,-26.3469,21,0,0,0,0,0,0,0,0
997340,,-80.0997,-26.2614,21,0,0,0,0,0,0,0,0
997345,,-68.9078,-19.0553,21,0,0,0,0,0,0,0,0
997350,,-67.1836,-22.8217,21,0,0,0,0,0,0,0,0
997355,,-68.5836,-26.5053,21,0,0,0,0,0,0,0,0
997360,,-69.8317,-30.1906,21,0,0,0,0,0,0,0,0
997365,,-70.5675,-35.2478,21,0,0,0,0,0,0,0,0
997370,,-71.6956,-39.5844,21,0,0,0,0,0,0,0,0
997375,,-71.7328,-43.1881,21,0,0,0,0,0,0,0,0
997380,,-71.2978,-45.2933,21,0,0,0,0,0,0,0,0
997385,,-72.3603,-47.47,21,0,0,0,0,0,0,0,0
997390,,-73.1661,-50.7533,21,0,0,0,0,0,0,0,0
997395,,-68.4418,-52.3778,21,0,0,0,0,0,0,0,0
997400,,-72.4539,-53.4014,21,0,0,0,0,0,0,0,0
997405,,-72.5528,-53.0747,21,0,0,0,0,0,0,0,0
997410,,-72.7061,-53.2931,21,0,0,0,0,0,0,0,0
997415,,-72.7195,-52.7461,21,0,0,0,0,0,0,0,0
997420,,-73.0058,-52.8542,21,0,0,0,0,0,0,0,0
997425,,-72.885,-52.5156,21,0,0,0,0,0,0,0,0
997430,,-72.9886,-52.0686,21,0,0,0,0,0,0,0,0
997435,,-72.4908,-52.3189,21,0,0,0,0,0,0,0,0
997440,,-72.9242,-51.8633,21,0,0,0,0,0,0,0,0
997445,,-73.4617,-51.6872,21,0,0,0,0,0,0,0,0
997450,,-74.2528,-50.9408,21,0,0,0,0,0,0,0,0
997455,,-73.8847,-50.5389,21,0,0,0,0,0,0,0,0
997460,,-74.3253,-49.6272,21,0,0,0,0,0,0,0,0
997465,,-74.4497,-48.8122,21,0,0,0,0,0,0,0,0
997470,,-74.6544,-48.0239,21,0,0,0,0,0,0,0,0
997475,,-73.7192,-47.5283,21,0,0,0,0,0,0,0,0
997480,,-73.9344,-47.0361,21,0,0,0,0,0,0,0,0
997485,,-75.4131,-46.9339,21,0,0,0,0,0,0,0,0
997490,,-74.0836,-46.1861,21,0,0,0,0,0,0,0,0
997495,,-73.8539,-46.3472,21,0,0,0,0,0,0,0,0
997500,,-73.4256,-46.0744,21,0,0,0,0,0,0,0,0
997505,,-73.5156,-45.455,21,0,0,0,0,0,0,0,0
997510,,-72.7661,-44.7533,21,0,0,0,0,0,0,0,0
997515,,-72.7453,-43.0483,21,0,0,0,0,0,0,0,0
997520,,-72.4628,-41.9711,21,0,0,0,0,0,0,0,0
997525,,-72.9467,-41.4833,21,0,0,0,0,0,0,0,0
997530,,-73.995,-40.97,21,0,0,0,0,0,0,0,0
997535,,-71.7033,-30.7617,21,0,0,0,0,0,0,0,0
997540,,-70.3911,-23.5619,21,0,0,0,0,0,0,0,0
997545,,-69.4997,-17.5053,21,0,0,0,0,0,0,0,0
997550,,-74.0695,-46.0061,21,0,0,0,0,0,0,0,0
997555,,-81.0972,19.3089,21,0,0,0,0,0,0,0,0
997560,,-80.0758,19.6975,21,0,0,0,0,0,0,0,0
997565,,-79.7328,19.7486,21,0,0,0,0,0,0,0,0
997570,,9.6872,3.5747,21,0,0,0,0,0,0,0,0
997575,,14.1948,9.9818,21,0,0,0,0,0,0,0,0
997580,,14.7328,4.6231,21,0,0,0,0,0,0,0,0
997585,,13.2939,2.1636,21,0,0,0,0,0,0,0,0
997590,,9.7225,3.8653,21,0,0,0,0,0,0,0,0
997595,,8.8653,5.8419,21,0,0,0,0,0,0,0,0
997600,,12.2539,8.4081,21,0,0,0,0,0,0,0,0
997605,,14.1744,12.3967,21,0,0,0,0,0,0,0,0
997610,,14.0747,13.0817,21,0,0,0,0,0,0,0,0
997615,,15.2025,21.4958,21,0,0,0,0,0,0,0,0
997620,,22.9372,15.5619,21,0,0,0,0,0,0,0,0
997625,,22.2942,13.3586,21,0,0,0,0,0,0,0,0
997630,,21.7156,10.2906,21,0,0,0,0,0,0,0,0
997635,,15.499,7.5266,21,0,0,0,0,0,0,0,0
997640,,15.0617,10.79,21,0,0,0,0,0,0,0,0
997645,,43.6686,-12.3575,21,0,0,0,0,0,0,0,0
997650,,44.2067,-12.1619,21,0,0,0,0,0,0,0,0
997655,,43.4597,-11.9356,21,0,0,0,0,0,0,0,0
997660,,-78.0917,2.5394,21,0,0,0,0,0,0,0,0
997665,,-77.9483,2.6278,21,0,0,0,0,0,0,0,0
997670,,-77.787,2.5928,21,0,0,0,0,0,0,0,0
997675,,-77.8278,2.7039,21,0,0,0,0,0,0,0,0
997680,,-77.5306,3.2094,21,0,0,0,0,0,0,0,0
997685,,-77.4483,4.0742,21,0,0,0,0,0,0,0,0
997690,,-71.5636,12.4536,21,0,0,0,0,0,0,0,0
997695,,-72.4931,11.1211,21,0,0,0,0,0,0,0,0
997700,,-72,7.0189,21,0,0,0,0,0,0,0,0
997705,,-67.2906,3.3975,21,0,0,0,0,0,0,0,0
997710,,-67.4242,2.1439,21,0,0,0,0,0,0,0,0
997715,,-69.8422,1.0722,21,0,0,0,0,0,0,0,0
997720,,-69.6075,-0.5175,21,0,0,0,0,0,0,0,0
997725,,-70.2883,-2.505,21,0,0,0,0,0,0,0,0
997730,,-74.7769,-0.2042,21,0,0,0,0,0,0,0,0
997735,,-78.8097,1.4378,21,0,0,0,0,0,0,0,0
997740,,-78.3436,2.4367,21,0,0,0,0,0,0,0,0
997745,,-77.94,2.655,21,0,0,0,0,0,0,0,0
997750,,-77.4342,4.0283,21,0,0,0,0,0,0,0,0
997755,,-77.2408,5.7514,21,0,0,0,0,0,0,0,0
997760,,-77.5739,7.5253,21,0,0,0,0,0,0,0,0
997765,,-75.6295,9.4536,21,0,0,0,0,0,0,0,0
997770,,-74.3906,10.7431,21,0,0,0,0,0,0,0,0
997775,,-78.5442,2.4325,21,0,0,0,0,0,0,0,0
997780,,-81.7197,12.55,21,0,0,0,0,0,0,0,0
997785,,-81.3539,13.3786,21,0,0,0,0,0,0,0,0
997790,,-85.162,10.1225,21,0,0,0,0,0,0,0,0
997795,,-83.6458,10.9248,21,0,0,0,0,0,0,0,0
997800,,-83.3417,8.7269,21,0,0,0,0,0,0,0,0
997805,,-84.7403,9.9667,21,0,0,0,0,0,0,0,0
997810,,-85.6645,9.9086,21,0,0,0,0,0,0,0,0
997815,,-85.0878,11.01,21,0,0,0,0,0,0,0,0
997820,,21.7194,10.6394,21,0,0,0,0,0,0,0,0
997825,,24.1925,8.3036,21,0,0,0,0,0,0,0,0
997830,,27.1428,5.7719,21,0,0,0,0,0,0,0,0
997835,,24.3942,5.1156,21,0,0,0,0,0,0,0,0
997840,,19.4214,5.1342,21,0,0,0,0,0,0,0,0
997845,,16.2072,2.2208,21,0,0,0,0,0,0,0,0
997850,,18.5889,8.0403,21,0,0,0,0,0,0,0,0
997855,,-78.3278,20.5136,21,0,0,0,0,0,0,0,0
997860,,-78.4417,20.7106,21,0,0,0,0,0,0,0,0
997865,,-78.8219,20.7569,21,0,0,0,0,0,0,0,0
997870,,-75.515,20.7919,21,0,0,0,0,0,0,0,0
997875,,-78.8475,20.7717,21,0,0,0,0,0,0,0,0
997880,,-79.0845,20.8983,21,0,0,0,0,0,0,0,0
997885,,-79.3842,21.1197,21,0,0,0,0,0,0,0,0
997890,,-79.4025,21.1211,21,0,0,0,0,0,0,0,0
997895,,-81.5308,21.6003,21,0,0,0,0,0,0,0,0
997900,,-83.0894,21.7856,21,0,0,0,0,0,0,0,0
997905,,-77.6383,21.9531,21,0,0,0,0,0,0,0,0
997910,,-77.8464,22.1064,21,0,0,0,0,0,0,0,0
997915,,-78.1186,22.4139,21,0,0,0,0,0,0,0,0
997920,,-78.4253,22.4125,21,0,0,0,0,0,0,0,0
997925,,-78.9689,22.6692,21,0,0,0,0,0,0,0,0
997930,,-79.3231,22.6147,21,0,0,0,0,0,0,0,0
997935,,-80.2328,22.995,21,0,0,0,0,0,0,0,0
997940,,-80.0772,23.0419,21,0,0,0,0,0,0,0,0
