id,label,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Documents>,weight<Citations>,weight<Norm. citations>,score<Avg. pub. year>,score<Avg. citations>,score<Avg. norm. citations>
9912060,,60.5083,34.1403,21,0,0,0,0,0,0,0,0
9912065,,61.7136,31.3833,21,0,0,0,0,0,0,0,0
9912070,,62.7825,27.2606,21,0,0,0,0,0,0,0,0
9912075,,57.3181,25.7708,21,0,0,0,0,0,0,0,0
9912080,,52.4403,27.6408,21,0,0,0,0,0,0,0,0
9912085,,48.9205,30.0431,21,0,0,0,0,0,0,0,0
9912090,,47.8644,31.7986,21,0,0,0,0,0,0,0,0
9912095,,45.7977,34.914,21,0,0,0,0,0,0,0,0
9912100,,44.7873,37.1497,21,0,0,0,0,0,0,0,0
9912105,,44.4161,39.4253,21,0,0,0,0,0,0,0,0
9912110,,35.2517,31.7881,21,0,0,0,0,0,0,0,0
9912115,,35.5526,32.3942,21,0,0,0,0,0,0,0,0
9912120,,34.9038,29.4867,21,0,0,0,0,0,0,0,0
9912125,,35.6236,33.2457,21,0,0,0,0,0,0,0,0
9912130,,13.6692,46.1775,21,0,0,0,0,0,0,0,0
9912135,,12.2814,45.468,21,0,0,0,0,0,0,0,0
9912140,,13.6217,43.5539,21,0,0,0,0,0,0,0,0
9912145,,18.0117,40.6444,21,0,0,0,0,0,0,0,0
9912150,,16.4867,39.7675,21,0,0,0,0,0,0,0,0
9912155,,15.6317,38.0117,21,0,0,0,0,0,0,0,0
9912160,,8.7489,44.4292,21,0,0,0,0,0,0,0,0
9912165,,6.6198,45.1101,21,0,0,0,0,0,0,0,0
9912170,,8.4364,46.4633,21,0,0,0,0,0,0,0,0
9912175,,10.4653,46.5464,21,0,0,0,0,0,0,0,0
9912180,,12.4158,43.958,21,0,0,0,0,0,0,0,0
9912185,,12.4451,41.9031,21,0,0,0,0,0,0,0,0
9912190,,9.8442,43.0344,21,0,0,0,0,0,0,0,0
9912195,,10.4411,42.8444,21,0,0,0,0,0,0,0,0
9912200,,10.0819,42.6189,21,0,0,0,0,0,0,0,0
9912205,,10.8778,42.3881,21,0,0,0,0,0,0,0,0
9912210,,10.3167,42.3175,21,0,0,0,0,0,0,0,0
9912215,,8.8592,38.8792,21,0,0,0,0,0,0,0,0
9912220,,8.3392,41.0625,21,0,0,0,0,0,0,0,0
9912225,,12.9503,40.9178,21,0,0,0,0,0,0,0,0
9912230,,13.9481,40.7425,21,0,0,0,0,0,0,0,0
9912235,,14.2106,40.5606,21,0,0,0,0,0,0,0,0
9912240,,15.2136,38.7706,21,0,0,0,0,0,0,0,0
9912245,,13.1622,38.7144,21,0,0,0,0,0,0,0,0
9912250,,14.8686,38.578,21,0,0,0,0,0,0,0,0
9912255,,14.9553,38.4455,21,0,0,0,0,0,0,0,0
9912260,,15.5289,38.1369,21,0,0,0,0,0,0,0,0
9912265,,13.3167,38.2183,21,0,0,0,0,0,0,0,0
9912270,,12.0592,37.9892,21,0,0,0,0,0,0,0,0
9912275,,12.3542,37.9061,21,0,0,0,0,0,0,0,0
9912280,,-3.1023,5.1095,21,0,0,0,0,0,0,0,0
9912285,,-4.1464,5.2772,21,0,0,0,0,0,0,0,0
9912290,,-5.0029,5.1292,21,0,0,0,0,0,0,0,0
9912295,,-8.4697,7.5613,21,0,0,0,0,0,0,0,0
9912300,,-7.7328,9.0881,21,0,0,0,0,0,0,0,0
9912305,,-6.2434,10.7353,21,0,0,0,0,0,0,0,0
9912310,,-2.6856,9.4818,21,0,0,0,0,0,0,0,0
9912315,,-3.1425,5.3678,21,0,0,0,0,0,0,0,0
9912320,,45.7977,34.914,21,0,0,0,0,0,0,0,0
9912325,,47.8644,31.7986,21,0,0,0,0,0,0,0,0
9912330,,48.5433,29.9267,21,0,0,0,0,0,0,0,0
9912335,,47.17,30.0153,21,0,0,0,0,0,0,0,0
9912340,,39.1967,32.1549,21,0,0,0,0,0,0,0,0
9912345,,42.7908,37.3847,21,0,0,0,0,0,0,0,0
9912350,,46.3469,35.8172,21,0,0,0,0,0,0,0,0
9912355,,153.9397,24.3008,21,0,0,0,0,0,0,0,0
9912360,,123.9219,24.3711,21,0,0,0,0,0,0,0,0
9912365,,122.9969,24.4389,21,0,0,0,0,0,0,0,0
9912370,,124.2617,24.4575,21,0,0,0,0,0,0,0,0
9912375,,141.3091,24.7481,21,0,0,0,0,0,0,0,0
9912380,,125.4511,24.7397,21,0,0,0,0,0,0,0,0
9912385,,141.2683,25.4453,21,0,0,0,0,0,0,0,0
9912390,,131.2508,25.8722,21,0,0,0,0,0,0,0,0
9912395,,126.7619,26.3869,21,0,0,0,0,0,0,0,0
9912400,,128.2528,26.6389,21,0,0,0,0,0,0,0,0
9912405,,142.2325,27.0333,21,0,0,0,0,0,0,0,0
9912410,,142.1786,27.1567,21,0,0,0,0,0,0,0,0
9912415,,140.8722,27.2431,21,0,0,0,0,0,0,0,0
9912420,,128.6091,27.3589,21,0,0,0,0,0,0,0,0
9912425,,142.0891,27.7178,21,0,0,0,0,0,0,0,0
9912430,,128.9475,27.9075,21,0,0,0,0,0,0,0,0
9912435,,129.1911,28.1886,21,0,0,0,0,0,0,0,0
9912440,,129.9922,28.2817,21,0,0,0,0,0,0,0,0
9912445,,129.733,29.6097,21,0,0,0,0,0,0,0,0
9912450,,129.9219,29.8197,21,0,0,0,0,0,0,0,0
9912455,,129.9286,30,21,0,0,0,0,0,0,0,0
9912460,,130.5586,30.2364,21,0,0,0,0,0,0,0,0
9912465,,130.9061,30.3547,21,0,0,0,0,0,0,0,0
9912470,,129.6705,31.6583,21,0,0,0,0,0,0,0,0
9912475,,140.0097,31.9467,21,0,0,0,0,0,0,0,0
9912480,,130.1577,32.1089,21,0,0,0,0,0,0,0,0
9912485,,130.03,32.195,21,0,0,0,0,0,0,0,0
9912490,,128.6011,32.6186,21,0,0,0,0,0,0,0,0
9912495,,139.8641,33.1017,21,0,0,0,0,0,0,0,0
9912500,,129.1005,32.9786,21,0,0,0,0,0,0,0,0
9912505,,132.2761,33.7594,21,0,0,0,0,0,0,0,0
9912510,,129.6589,33.745,21,0,0,0,0,0,0,0,0
9912515,,139.6011,33.8878,21,0,0,0,0,0,0,0,0
9912520,,132.3261,33.8947,21,0,0,0,0,0,0,0,0
9912525,,131.9894,32.8306,21,0,0,0,0,0,0,0,0
9912530,,130.6355,31.1789,21,0,0,0,0,0,0,0,0
9912535,,130.4461,32.6205,21,0,0,0,0,0,0,0,0
9912540,,129.6755,33.07,21,0,0,0,0,0,0,0,0
9912545,,129.8333,33.3411,21,0,0,0,0,0,0,0,0
9912550,,139.4822,34.07,21,0,0,0,0,0,0,0,0
9912555,,132.4566,34.0869,21,0,0,0,0,0,0,0,0
9912560,,132.4819,34.2792,21,0,0,0,0,0,0,0,0
9912565,,132.9711,34.1858,21,0,0,0,0,0,0,0,0
9912570,,134.2236,34.3444,21,0,0,0,0,0,0,0,0
9912575,,132.3725,33.4664,21,0,0,0,0,0,0,0,0
9912580,,139.2789,34.3211,21,0,0,0,0,0,0,0,0
9912585,,134.1928,34.51,21,0,0,0,0,0,0,0,0
9912590,,135.018,34.5928,21,0,0,0,0,0,0,0,0
9912595,,129.34,34.2947,21,0,0,0,0,0,0,0,0
9912600,,133.0705,35.9903,21,0,0,0,0,0,0,0,0
9912605,,133.0747,36.08,21,0,0,0,0,0,0,0,0
9912610,,133.0866,36.1239,21,0,0,0,0,0,0,0,0
9912615,,133.2919,36.325,21,0,0,0,0,0,0,0,0
9912620,,138.4352,38.0475,21,0,0,0,0,0,0,0,0
9912625,,142.0697,39.5467,21,0,0,0,0,0,0,0,0
9912630,,140.8372,35.7433,21,0,0,0,0,0,0,0,0
9912635,,139.1711,35.2361,21,0,0,0,0,0,0,0,0
9912640,,137.3475,34.7222,21,0,0,0,0,0,0,0,0
9912645,,136.3438,34.1897,21,0,0,0,0,0,0,0,0
9912650,,132.0505,33.7725,21,0,0,0,0,0,0,0,0
9912655,,133.088,35.5817,21,0,0,0,0,0,0,0,0
9912660,,137.3564,37.5047,21,0,0,0,0,0,0,0,0
9912665,,137.3025,36.7464,21,0,0,0,0,0,0,0,0
9912670,,139.7025,39.9319,21,0,0,0,0,0,0,0,0
9912675,,140.725,40.8292,21,0,0,0,0,0,0,0,0
9912680,,141.2708,41.3425,21,0,0,0,0,0,0,0,0
9912685,,145.2909,43.5387,21,0,0,0,0,0,0,0,0
9912690,,143.8777,44.1478,21,0,0,0,0,0,0,0,0
9912695,,141.3083,45.1889,21,0,0,0,0,0,0,0,0
9912700,,145.3425,44.3442,21,0,0,0,0,0,0,0,0
9912705,,143.24,41.9242,21,0,0,0,0,0,0,0,0
9912710,,141.1991,41.7983,21,0,0,0,0,0,0,0,0
9912715,,141.4072,43.2914,21,0,0,0,0,0,0,0,0
9912720,,140.9736,45.4653,21,0,0,0,0,0,0,0,0
9912725,,-78.3397,18.3625,21,0,0,0,0,0,0,0,0
9912730,,34.98,29.5458,21,0,0,0,0,0,0,0,0
9912735,,38.7947,33.3776,21,0,0,0,0,0,0,0,0
9912740,,36.7436,29.8647,21,0,0,0,0,0,0,0,0
9912745,,41.0639,-2.0442,21,0,0,0,0,0,0,0,0
9912750,,39.5244,3.4064,21,0,0,0,0,0,0,0,0
9912755,,40.9983,-0.8661,21,0,0,0,0,0,0,0,0
9912760,,40.855,-2.2361,21,0,0,0,0,0,0,0,0
9912765,,37.6028,-2.9958,21,0,0,0,0,0,0,0,0
9912770,,33.9967,4.2228,21,0,0,0,0,0,0,0,0
9912775,,76.8739,41.0141,21,0,0,0,0,0,0,0,0
9912780,,73.9944,40.046,21,0,0,0,0,0,0,0,0
9912785,,69.3061,39.5394,21,0,0,0,0,0,0,0,0
9912790,,73.173,40.823,21,0,0,0,0,0,0,0,0
9912795,,71.2764,42.1955,21,0,0,0,0,0,0,0,0
9912800,,73.5839,43.0386,21,0,0,0,0,0,0,0,0
9912805,,124.8461,39.4972,21,0,0,0,0,0,0,0,0
9912810,,130.6974,42.2922,21,0,0,0,0,0,0,0,0
9912815,,128.3636,38.6252,21,0,0,0,0,0,0,0,0
9912820,,125.7244,37.9108,21,0,0,0,0,0,0,0,0
9912825,,124.6647,38.1211,21,0,0,0,0,0,0,0,0
9912830,,125.123,39.5572,21,0,0,0,0,0,0,0,0
9912835,,126.913,41.7961,21,0,0,0,0,0,0,0,0
9912840,,129.9075,43.0058,21,0,0,0,0,0,0,0,0
9912845,,-151.8145,-11.3925,21,0,0,0,0,0,0,0,0
9912850,,-152.3914,-10.1053,21,0,0,0,0,0,0,0,0
9912855,,-150.2253,-9.9158,21,0,0,0,0,0,0,0,0
9912860,,-155.9281,-5.6189,21,0,0,0,0,0,0,0,0
9912865,,-172.1964,-4.4919,21,0,0,0,0,0,0,0,0
9912870,,-171.2317,-4.4614,21,0,0,0,0,0,0,0,0
9912875,,-171.0781,-3.1417,21,0,0,0,0,0,0,0,0
9912880,,-171.6264,-2.8694,21,0,0,0,0,0,0,0,0
9912885,,176.8333,-2.6339,21,0,0,0,0,0,0,0,0
9912890,,175.9719,-2.505,21,0,0,0,0,0,0,0,0
9912895,,175.5314,-1.8061,21,0,0,0,0,0,0,0,0
9912900,,175.0016,-1.5286,21,0,0,0,0,0,0,0,0
9912905,,174.8536,-1.3992,21,0,0,0,0,0,0,0,0
9912910,,176.4647,-1.4353,21,0,0,0,0,0,0,0,0
9912915,,174.7678,-1.2558,21,0,0,0,0,0,0,0,0
9912920,,174.458,-0.6536,21,0,0,0,0,0,0,0,0
9912925,,174.3925,-0.5947,21,0,0,0,0,0,0,0,0
9912930,,173.618,0.1336,21,0,0,0,0,0,0,0,0
9912935,,173.385,0.2442,21,0,0,0,0,0,0,0,0
9912940,,173.9236,0.3022,21,0,0,0,0,0,0,0,0
9912945,,173.805,0.4311,21,0,0,0,0,0,0,0,0
9912950,,173.0219,1.0067,21,0,0,0,0,0,0,0,0
9912955,,173.1266,1.3492,21,0,0,0,0,0,0,0,0
9912960,,173.0397,1.4178,21,0,0,0,0,0,0,0,0
9912965,,172.9972,1.5006,21,0,0,0,0,0,0,0,0
9912970,,172.9819,1.5294,21,0,0,0,0,0,0,0,0
9912975,,173.015,1.7061,21,0,0,0,0,0,0,0,0
9912980,,172.8827,1.9328,21,0,0,0,0,0,0,0,0
9912985,,173.3494,1.9658,21,0,0,0,0,0,0,0,0
9912990,,173.343,1.9828,21,0,0,0,0,0,0,0,0
9912995,,172.8702,3.0644,21,0,0,0,0,0,0,0,0
9913000,,172.9575,3.2814,21,0,0,0,0,0,0,0,0
9913005,,-159.4045,3.8642,21,0,0,0,0,0,0,0,0
9913010,,-160.3947,4.6856,21,0,0,0,0,0,0,0,0
9913015,,126.7655,34.2808,21,0,0,0,0,0,0,0,0
9913020,,127.1114,34.4603,21,0,0,0,0,0,0,0,0
9913025,,127.7708,34.5383,21,0,0,0,0,0,0,0,0
9913030,,126.1867,34.3514,21,0,0,0,0,0,0,0,0
9913035,,125.9914,34.6681,21,0,0,0,0,0,0,0,0
9913040,,126.0092,34.76,21,0,0,0,0,0,0,0,0
9913045,,128.0241,34.9139,21,0,0,0,0,0,0,0,0
9913050,,126.0636,34.8544,21,0,0,0,0,0,0,0,0
9913055,,127.9561,34.8008,21,0,0,0,0,0,0,0,0
9913060,,126.1061,35.0469,21,0,0,0,0,0,0,0,0
9913065,,126.3358,36.4386,21,0,0,0,0,0,0,0,0
9913070,,126.1724,36.8368,21,0,0,0,0,0,0,0,0
9913075,,130.8875,37.4533,21,0,0,0,0,0,0,0,0
9913080,,124.6955,37.9161,21,0,0,0,0,0,0,0,0
9913085,,129.4336,37.0589,21,0,0,0,0,0,0,0,0
9913090,,127.4939,34.8517,21,0,0,0,0,0,0,0,0
9913095,,126.7725,34.5828,21,0,0,0,0,0,0,0,0
9913100,,126.4314,35.0233,21,0,0,0,0,0,0,0,0
9913105,,126.4972,36.7239,21,0,0,0,0,0,0,0,0
9913110,,126.8658,37.2669,21,0,0,0,0,0,0,0,0
9913115,,128.5325,38.3306,21,0,0,0,0,0,0,0,0
9913120,,48.2247,29.5947,21,0,0,0,0,0,0,0,0
9913125,,48.0086,29.9739,21,0,0,0,0,0,0,0,0
9913130,,47.9435,30.0176,21,0,0,0,0,0,0,0,0
9913135,,47.6889,28.5389,21,0,0,0,0,0,0,0,0
9913140,,50.1161,44.838,21,0,0,0,0,0,0,0,0
9913145,,50.2655,45.0367,21,0,0,0,0,0,0,0,0
9913150,,53.0464,46.3675,21,0,0,0,0,0,0,0,0
9913155,,71.2789,54.6903,21,0,0,0,0,0,0,0,0
9913160,,72.4686,53.9089,21,0,0,0,0,0,0,0,0
9913165,,74.4292,53.4786,21,0,0,0,0,0,0,0,0
9913170,,80.6878,51.3147,21,0,0,0,0,0,0,0,0
9913175,,85.2586,49.5914,21,0,0,0,0,0,0,0,0
9913180,,86.8747,49.1108,21,0,0,0,0,0,0,0,0
9913185,,83.0405,47.2122,21,0,0,0,0,0,0,0,0
9913190,,79.8711,44.905,21,0,0,0,0,0,0,0,0
9913195,,80.5786,42.8911,21,0,0,0,0,0,0,0,0
9913200,,74.2936,43.2169,21,0,0,0,0,0,0,0,0
9913205,,70.9708,42.2547,21,0,0,0,0,0,0,0,0
9913210,,66.5264,42.0031,21,0,0,0,0,0,0,0,0
9913215,,62.0251,43.4848,21,0,0,0,0,0,0,0,0
9913220,,54.1731,42.3372,21,0,0,0,0,0,0,0,0
9913225,,50.84,44.193,21,0,0,0,0,0,0,0,0
9913230,,53.228,45.3378,21,0,0,0,0,0,0,0,0
9913235,,53.1942,46.715,21,0,0,0,0,0,0,0,0
9913240,,48.2044,47.705,21,0,0,0,0,0,0,0,0
9913245,,46.7958,49.3397,21,0,0,0,0,0,0,0,0
9913250,,48.6975,50.5919,21,0,0,0,0,0,0,0,0
9913255,,53.4286,51.4917,21,0,0,0,0,0,0,0,0
9913260,,56.5108,51.0833,21,0,0,0,0,0,0,0,0
9913265,,61.3814,50.7836,21,0,0,0,0,0,0,0,0
9913270,,61.0992,52.9817,21,0,0,0,0,0,0,0,0
9913275,,61.2269,53.8119,21,0,0,0,0,0,0,0,0
9913280,,65.4833,54.638,21,0,0,0,0,0,0,0,0
9913285,,106.0047,14.3731,21,0,0,0,0,0,0,0,0
9913290,,104.7472,16.5283,21,0,0,0,0,0,0,0,0
9913295,,102.0894,18.215,21,0,0,0,0,0,0,0,0
9913300,,100.5805,20.1578,21,0,0,0,0,0,0,0,0
9913305,,101.5744,22.2092,21,0,0,0,0,0,0,0,0
9913310,,103.1705,20.8467,21,0,0,0,0,0,0,0,0
9913315,,104.9792,20.005,21,0,0,0,0,0,0,0,0
9913320,,105.1833,18.3344,21,0,0,0,0,0,0,0,0
9913325,,107.6953,15.2708,21,0,0,0,0,0,0,0,0
9913330,,36.46,34.6353,21,0,0,0,0,0,0,0,0
9913335,,21.7333,57.5769,21,0,0,0,0,0,0,0,0
9913340,,25.295,58.0844,21,0,0,0,0,0,0,0,0
9913345,,28.168,56.1502,21,0,0,0,0,0,0,0,0
9913350,,21.0686,56.4355,21,0,0,0,0,0,0,0,0
9913355,,30.7814,54.7936,21,0,0,0,0,0,0,0,0
9913360,,31.7839,52.108,21,0,0,0,0,0,0,0,0
9913365,,23.6046,51.5277,21,0,0,0,0,0,0,0,0
9913370,,25.7853,54.1605,21,0,0,0,0,0,0,0,0
9913375,,26.6132,55.6748,21,0,0,0,0,0,0,0,0
9913380,,21.0444,55.3264,21,0,0,0,0,0,0,0,0
9913385,,25.7889,54.8703,21,0,0,0,0,0,0,0,0
9913390,,22.8425,54.8969,21,0,0,0,0,0,0,0,0
9913395,,25,56.2955,21,0,0,0,0,0,0,0,0
9913400,,-9.4852,7.362,21,0,0,0,0,0,0,0,0
9913405,,-8.6064,6.5078,21,0,0,0,0,0,0,0,0
9913410,,17.2517,48.025,21,0,0,0,0,0,0,0,0
9913415,,20.0744,49.1753,21,0,0,0,0,0,0,0,0
9913420,,18.6553,47.7586,21,0,0,0,0,0,0,0,0
9913425,,9.5336,47.2745,21,0,0,0,0,0,0,0,0
9913430,,10.2136,30.7308,21,0,0,0,0,0,0,0,0
9913435,,15.7617,31.3856,21,0,0,0,0,0,0,0,0
9913440,,21.6214,32.9336,21,0,0,0,0,0,0,0,0
9913445,,24.7067,30.1686,21,0,0,0,0,0,0,0,0
9913450,,24.0027,19.4991,21,0,0,0,0,0,0,0,0
9913455,,11.9865,23.5223,21,0,0,0,0,0,0,0,0
9913460,,9.9483,27.8244,21,0,0,0,0,0,0,0,0
9913465,,47.2197,-15.4367,21,0,0,0,0,0,0,0,0
9913470,,47.2197,-15.4367,21,0,0,0,0,0,0,0,0
9913475,,49.3569,-12.0908,21,0,0,0,0,0,0,0,0
9913480,,49.6336,-15.5575,21,0,0,0,0,0,0,0,0
9913485,,43.2389,-22.2825,21,0,0,0,0,0,0,0,0
9913490,,46.1514,-15.7036,21,0,0,0,0,0,0,0,0
9913495,,47.2236,-15.4485,21,0,0,0,0,0,0,0,0
9913500,,47.4272,-15.1106,21,0,0,0,0,0,0,0,0
9913505,,47.9053,-13.5964,21,0,0,0,0,0,0,0,0
9913510,,49.3569,-12.0908,21,0,0,0,0,0,0,0,0
9913515,,-60.8608,14.4028,21,0,0,0,0,0,0,0,0
9913520,,90.0744,47.8864,21,0,0,0,0,0,0,0,0
9913525,,94.275,50.5694,21,0,0,0,0,0,0,0,0
9913530,,98.9303,52.1436,21,0,0,0,0,0,0,0,0
9913535,,107.9771,49.9436,21,0,0,0,0,0,0,0,0
9913540,,114.313,50.2842,21,0,0,0,0,0,0,0,0
9913545,,118.5393,47.9948,21,0,0,0,0,0,0,0,0
9913550,,115.7019,45.4586,21,0,0,0,0,0,0,0,0
9913555,,111.9583,43.6922,21,0,0,0,0,0,0,0,0
9913560,,100.8355,42.678,21,0,0,0,0,0,0,0,0
9913565,,90.8969,45.2531,21,0,0,0,0,0,0,0,0
9913570,,-62.2019,16.8136,21,0,0,0,0,0,0,0,0
9913575,,22.3653,42.3239,21,0,0,0,0,0,0,0,0
9913580,,-8.5339,11.4939,21,0,0,0,0,0,0,0,0
9913585,,-10.9289,12.2244,21,0,0,0,0,0,0,0,0
9913590,,-12.2448,14.7644,21,0,0,0,0,0,0,0,0
9913595,,-9.4111,15.4439,21,0,0,0,0,0,0,0,0
9913600,,-5.6014,16.5078,21,0,0,0,0,0,0,0,0
9913605,,1.7958,20.3083,21,0,0,0,0,0,0,0,0
9913610,,4.2008,16.3939,21,0,0,0,0,0,0,0,0
9913615,,-1.9808,14.4747,21,0,0,0,0,0,0,0,0
9913620,,-3.4377,13.1665,21,0,0,0,0,0,0,0,0
9913625,,-5.5198,10.4363,21,0,0,0,0,0,0,0,0
9913630,,-7.974,10.1656,21,0,0,0,0,0,0,0,0
9913635,,-9.0532,32.7348,21,0,0,0,0,0,0,0,0
9913640,,-4.6958,35.2089,21,0,0,0,0,0,0,0,0
9913645,,-1.7472,34.7472,21,0,0,0,0,0,0,0,0
9913650,,-3.8183,31.6956,21,0,0,0,0,0,0,0,0
9913655,,-8.6672,28.7094,21,0,0,0,0,0,0,0,0
9913660,,-9.6403,30.1681,21,0,0,0,0,0,0,0,0
9913665,,57.6244,-19.9864,21,0,0,0,0,0,0,0,0
9913670,,63.4664,-19.7358,21,0,0,0,0,0,0,0,0
9913675,,-16.4275,19.6036,21,0,0,0,0,0,0,0,0
9913680,,-4.8061,25.0003,21,0,0,0,0,0,0,0,0
9913685,,-9.3336,15.4997,21,0,0,0,0,0,0,0,0
9913690,,-11.4942,15.6464,21,0,0,0,0,0,0,0,0
9913695,,-16.5277,16.0602,21,0,0,0,0,0,0,0,0
9913700,,-17.0523,20.7641,21,0,0,0,0,0,0,0,0
9913705,,-12.0003,23.4544,21,0,0,0,0,0,0,0,0
9913710,,14.5622,35.8203,21,0,0,0,0,0,0,0,0
9913715,,14.1811,36.0608,21,0,0,0,0,0,0,0,0
9913720,,55.8597,17.5167,21,0,0,0,0,0,0,0,0
9913725,,56.0242,17.4842,21,0,0,0,0,0,0,0,0
9913730,,56.0375,24.9389,21,0,0,0,0,0,0,0,0
9913735,,59.8114,22.2267,21,0,0,0,0,0,0,0,0
9913740,,56.8145,18.7477,21,0,0,0,0,0,0,0,0
9913745,,51.9993,18.9993,21,0,0,0,0,0,0,0,0
9913750,,56.0247,24.0761,21,0,0,0,0,0,0,0,0
9913755,,56.1833,25.655,21,0,0,0,0,0,0,0,0
9913760,,73.1719,-0.6817,21,0,0,0,0,0,0,0,0
9913765,,73.2014,-0.6808,21,0,0,0,0,0,0,0,0
9913770,,73.2308,-0.6481,21,0,0,0,0,0,0,0,0
9913775,,73.0908,-0.6067,21,0,0,0,0,0,0,0,0
9913780,,73.2491,-0.5761,21,0,0,0,0,0,0,0,0
9913785,,73.4469,-0.2994,21,0,0,0,0,0,0,0,0
9913790,,73.2147,0.2308,21,0,0,0,0,0,0,0,0
9913795,,73.0344,0.2614,21,0,0,0,0,0,0,0,0
9913800,,73.3797,0.2919,21,0,0,0,0,0,0,0,0
9913805,,73.513,0.3783,21,0,0,0,0,0,0,0,0
9913810,,73.498,0.4997,21,0,0,0,0,0,0,0,0
9913815,,73.3614,1.7886,21,0,0,0,0,0,0,0,0
9913820,,73.4078,1.8058,21,0,0,0,0,0,0,0,0
9913825,,73.2872,1.8319,21,0,0,0,0,0,0,0,0
9913830,,73.2505,1.8892,21,0,0,0,0,0,0,0,0
9913835,,73.54,1.8919,21,0,0,0,0,0,0,0,0
9913840,,73.5472,1.9783,21,0,0,0,0,0,0,0,0
9913845,,73.323,1.985,21,0,0,0,0,0,0,0,0
9913850,,73.1239,2.1906,21,0,0,0,0,0,0,0,0
9913855,,72.92,2.3225,21,0,0,0,0,0,0,0,0
9913860,,73.3686,2.4097,21,0,0,0,0,0,0,0,0
9913865,,73.3197,2.4925,21,0,0,0,0,0,0,0,0
9913870,,73.0253,2.7344,21,0,0,0,0,0,0,0,0
9913875,,73.3489,2.7708,21,0,0,0,0,0,0,0,0
9913880,,73.0122,2.9547,21,0,0,0,0,0,0,0,0
9913885,,73.58,2.9489,21,0,0,0,0,0,0,0,0
9913890,,73.5872,3.3678,21,0,0,0,0,0,0,0,0
9913895,,73.7478,3.4511,21,0,0,0,0,0,0,0,0
9913900,,72.7986,3.5169,21,0,0,0,0,0,0,0,0
9913905,,72.9228,3.5442,21,0,0,0,0,0,0,0,0
9913910,,73.4739,3.9331,21,0,0,0,0,0,0,0,0
9913915,,72.6978,4.0008,21,0,0,0,0,0,0,0,0
9913920,,73.5031,4.1069,21,0,0,0,0,0,0,0,0
9913925,,73.5036,4.1642,21,0,0,0,0,0,0,0,0
9913930,,72.9597,4.2686,21,0,0,0,0,0,0,0,0
9913935,,72.9703,4.8981,21,0,0,0,0,0,0,0,0
9913940,,73.5897,5.2869,21,0,0,0,0,0,0,0,0
9913945,,73.3203,5.3611,21,0,0,0,0,0,0,0,0
9913950,,73.3842,5.7097,21,0,0,0,0,0,0,0,0
9913955,,72.9817,5.7589,21,0,0,0,0,0,0,0,0
9913960,,73.4511,5.8492,21,0,0,0,0,0,0,0,0
9913965,,72.9689,5.8508,21,0,0,0,0,0,0,0,0
9913970,,73.3983,5.9553,21,0,0,0,0,0,0,0,0
9913975,,72.9283,5.955,21,0,0,0,0,0,0,0,0
9913980,,73.27,6.1931,21,0,0,0,0,0,0,0,0
9913985,,73.248,6.2319,21,0,0,0,0,0,0,0,0
9913990,,73.0503,6.4292,21,0,0,0,0,0,0,0,0
9913995,,73.06,6.6575,21,0,0,0,0,0,0,0,0
9914000,,73.1025,6.7156,21,0,0,0,0,0,0,0,0
9914005,,73.1369,6.7264,21,0,0,0,0,0,0,0,0
9914010,,73.2053,6.8836,21,0,0,0,0,0,0,0,0
9914015,,73.1916,6.9511,21,0,0,0,0,0,0,0,0
9914020,,72.975,7.0294,21,0,0,0,0,0,0,0,0
9914025,,72.9161,7.0817,21,0,0,0,0,0,0,0,0
9914030,,-87.3728,18.4003,21,0,0,0,0,0,0,0,0
9914035,,-87.2594,18.6278,21,0,0,0,0,0,0,0,0
9914040,,-91.5239,18.7706,21,0,0,0,0,0,0,0,0
9914045,,-110.9261,18.7211,21,0,0,0,0,0,0,0,0
9914050,,-86.7328,20.5856,21,0,0,0,0,0,0,0,0
9914055,,-86.7389,21.24,21,0,0,0,0,0,0,0,0
9914060,,-106.1975,21.3386,21,0,0,0,0,0,0,0,0
9914065,,-106.3867,21.4208,21,0,0,0,0,0,0,0,0
9914070,,-106.6564,21.7525,21,0,0,0,0,0,0,0,0
9914075,,-97.8308,22.6972,21,0,0,0,0,0,0,0,0
9914080,,-97.7603,22.8342,21,0,0,0,0,0,0,0,0
9914085,,-109.7844,24.135,21,0,0,0,0,0,0,0,0
9914090,,-111.7058,24.3317,21,0,0,0,0,0,0,0,0
9914095,,-110.4019,24.58,21,0,0,0,0,0,0,0,0
9914100,,-110.5789,25.0339,21,0,0,0,0,0,0,0,0
9914105,,-112.2025,24.845,21,0,0,0,0,0,0,0,0
9914110,,-108.8428,25.4286,21,0,0,0,0,0,0,0,0
9914115,,-111.1975,25.845,21,0,0,0,0,0,0,0,0
9914120,,-110.5975,27.3361,21,0,0,0,0,0,0,0,0
9914125,,-114.245,27.8144,21,0,0,0,0,0,0,0,0
9914130,,-115.1739,28.0275,21,0,0,0,0,0,0,0,0
9914135,,-112.5817,28.6703,21,0,0,0,0,0,0,0,0
9914140,,-118.4042,29.1478,21,0,0,0,0,0,0,0,0
9914145,,-112.3458,29.2336,21,0,0,0,0,0,0,0,0
9914150,,-113.1356,29.0197,21,0,0,0,0,0,0,0,0
9914155,,-113.0529,31.9711,21,0,0,0,0,0,0,0,0
